ID,electricity_consumption
552,222.63223917818135
553,208.47909647588514
554,225.1885380571578
555,223.05527747247712
556,276.9906184761581
557,257.4850637009059
558,254.59008997991873
559,284.5737334264931
560,270.2913583057234
561,268.691566553117
562,275.12302394872273
563,258.3366966676384
564,251.2276350434923
565,286.33284157087314
566,259.7284547786155
567,277.97305462518915
568,274.3093859695916
569,266.93795964101946
570,252.47630458465844
571,272.755688447662
572,351.2162133583388
573,291.9247866429215
574,309.476428343373
575,344.5673234965723
576,256.30508885195013
577,324.8456265730833
578,273.5686921825285
579,280.801753311589
580,251.15643425404778
581,249.22882633166648
582,251.02527855297214
583,244.91619251062153
584,224.1265521059747
585,214.58299313862307
586,230.80136901753315
587,224.6642805705501
588,218.71808470139567
589,216.51772892815436
590,216.0894498608952
591,211.5084991135489
592,208.1182864574829
593,214.08448740882872
594,217.07066634899266
595,251.17857683292542
596,252.5543732605668
597,292.75943392868044
598,293.1186360578657
599,291.97645784384866
600,273.72366093509476
601,249.26412959219522
602,239.7297438118561
603,259.47396821346786
604,257.35857650269884
605,246.20415574475575
606,241.42605589427754
607,267.158267094594
608,244.2624274736682
609,264.82817874393015
610,252.394616438874
611,232.4984943879661
612,274.42935330821507
613,270.55419956741076
614,254.94659626845728
615,245.9753322808054
616,274.7227731842479
617,288.96520535756144
618,263.93469162576054
619,316.7493170066852
620,293.60462205146007
621,297.4477211148127
622,297.7402155912226
623,278.52834372062273
624,251.03106731307318
625,258.55592631516487
626,244.15120026544054
627,251.23509032187565
628,234.67904226399762
629,233.28745085184278
630,228.38494877739325
631,235.0192798443111
632,242.92668562269432
633,226.61151052087627
634,230.2886737676756
635,226.44807829650748
636,237.3110871301577
637,259.80137406640006
638,240.55395644187564
639,260.0163133029493
640,253.10304244321657
641,248.25346103007774
642,236.251935790415
643,235.26729532703948
644,251.99113064190516
645,252.974883527871
646,259.8492860203069
647,274.76329240046726
648,226.27728968485414
649,251.1915690712043
650,224.85365719407255
651,236.91874628739808
652,232.84668605412713
653,246.17429797674455
654,235.9437330040449
655,229.40124199528896
656,263.8923319699339
657,237.60734027363046
658,229.10896915030716
659,226.41449252346814
660,226.42566369749926
661,229.03184076871688
662,227.09417621101807
663,220.80683436357452
664,213.06873901912402
665,217.42288154189828
666,218.42211560481053
667,227.03899277134988
668,224.6272467069834
669,232.78559756477875
670,231.68132585637656
671,247.03434686082355
672,213.66681052282712
673,211.2865881072804
674,223.24797041805022
675,221.30172939165232
676,215.41484782550648
677,226.88524085172887
678,217.73782910117433
679,221.9262028153614
680,223.64880698934596
681,246.8031581192195
682,235.60112366584494
683,258.8968043232526
684,236.61621123141606
685,233.3299547122329
686,237.90249571372019
687,229.65927559965476
688,229.35174675192087
689,228.56671940331194
690,223.88294590507735
691,231.85381305516617
692,231.794070471553
693,223.19436232805901
694,226.30796598843364
695,231.77657097472826
696,213.58204929591946
697,213.07649018268472
698,219.1278253129293
699,212.9518372713663
700,218.32014667897246
701,210.54334281587012
702,222.3295971899107
703,214.33325857342282
704,211.50066704124393
705,206.54489061677563
706,215.04658367876658
707,217.05001239292605
708,204.5951897223229
709,205.4856061306126
710,203.34292716538417
711,199.63855383527886
712,202.88315663500336
713,203.5601138615011
714,208.60843959830424
715,215.36878429089555
716,220.7971355866024
717,226.87170142973582
718,296.0888147900294
719,288.59047130653795
720,263.75278967127804
721,250.34839543101376
722,237.90937993917808
723,243.11340088045165
724,255.46722727248215
725,263.29740371753496
726,305.99761302605083
727,283.2407670377744
728,252.7927641411636
729,247.09207748435563
730,244.98611456680808
731,218.85161721937658
732,221.57364531328759
733,217.24210731396403
734,222.1249759832352
735,208.39735235973308
736,211.95481802237515
737,212.7121002405332
738,216.70797736011266
739,218.70595889596305
740,216.46716155602041
741,233.90254815471292
742,226.99703925039452
743,245.28335216773834
1296,347.9264652689751
1297,342.10310665986583
1298,321.8393138770024
1299,340.79640243317266
1300,365.25381185893974
1301,339.4506915098086
1302,339.37454577061567
1303,308.2264751966617
1304,281.71183437413976
1305,277.7168534136081
1306,267.7082347775599
1307,242.16161458696487
1308,257.1383624609091
1309,232.0940734410279
1310,242.48041359332913
1311,228.98318141634016
1312,226.01861841545494
1313,219.8611075731857
1314,268.05985264511247
1315,244.01573974447095
1316,382.8157932704223
1317,401.57596669977016
1318,341.46749607514806
1319,374.36502133308545
1320,357.46967996189943
1321,312.3777535466847
1322,407.08128951072734
1323,416.9138377419234
1324,400.574162087696
1325,396.37093297338305
1326,425.6756198125371
1327,417.1029759936457
1328,403.78766379825714
1329,387.16915263600265
1330,369.60620710795155
1331,348.3942279797674
1332,342.94864809481373
1333,292.87954263644957
1334,278.4645735983664
1335,321.60470473067653
1336,284.86842062279453
1337,303.2036850645419
1338,259.3131638501409
1339,283.60914695003504
1340,283.63427960047716
1341,262.99541200919725
1342,281.23599048591717
1343,283.10109134504023
1344,249.5948583827401
1345,250.44824564372456
1346,289.15982479484245
1347,282.64214369742103
1348,354.6943925188006
1349,397.37762750808594
1350,365.681728801842
1351,347.3411364243729
1352,348.3096114074014
1353,356.61521517120354
1354,338.262598818243
1355,336.58564309379767
1356,433.3328475117715
1357,438.527534915311
1358,436.1894545602103
1359,409.50793423052295
1360,443.4510553374773
1361,405.1272745617206
1362,456.1743927391865
1363,436.71302664877084
1364,443.46227783951184
1365,436.43252289179753
1366,429.850956432485
1367,396.1461664910034
1368,441.3715038270843
1369,406.5340927927567
1370,410.18229373795594
1371,389.70539059453444
1372,387.4720837740325
1373,342.41069863999667
1374,349.53208306325047
1375,316.4903260652581
1376,347.8971326298823
1377,322.6833734247408
1378,323.3757094950902
1379,310.0551887507143
1380,302.53342834487364
1381,334.6425432132514
1382,347.1365245332754
1383,338.64950956925446
1384,323.6498622468735
1385,283.05121761294004
1386,282.537623514034
1387,335.22129657926024
1388,332.49301541660594
1389,331.0859389630821
1390,374.9864314250465
1391,411.90549712382165
1392,348.7393656048132
1393,327.1897529128511
1394,334.29818547784566
1395,303.6336504554986
1396,316.95463233501386
1397,322.0197350406769
1398,304.46528062318725
1399,290.0061818038321
1400,282.448346844172
1401,260.2637812981344
1402,258.467642636752
1403,248.1053392190637
1404,256.4488189114329
1405,248.85428648463704
1406,245.3503625946445
1407,254.42207663078327
1408,240.34375556627063
1409,255.9663748174827
1410,267.07782092018135
1411,241.95997076857535
1412,255.35897500785921
1413,242.88163291964187
1414,243.0059194154418
1415,247.67356633717557
1416,253.48466522763943
1417,276.9009572622991
1418,343.40472197464715
1419,302.0156765832012
1420,306.8440801646864
1421,262.21363711509
1422,250.7265029141411
1423,252.05994941943453
1424,244.31065976008315
1425,234.87613150238062
1426,224.6125489859244
1427,250.04705687277297
1428,215.06168131859394
1429,231.63022797550562
1430,232.30394187558102
1431,221.9317312990296
1432,225.32250609868728
1433,225.19742860417324
1434,237.1523850730219
1435,227.38507281135364
1436,243.3763367078686
1437,268.4596795377538
1438,246.82191785575384
1439,247.61971532151043
1440,222.40545596967982
1441,227.2111975752897
1442,211.943069110266
1443,296.5951338612034
1444,272.46382930493553
1445,311.28552099228966
1446,286.60092521351925
1447,318.859620455201
1448,325.3563837019941
